readout,metric,point,ci_low,ci_high,worlds
nuisance_only_logistic,operator_sign_balanced_accuracy,0.8902510683760685,0.867548076923077,0.911939436431624,48
nuisance_only_logistic,holder_swap_correct_rate,0.6458333333333334,0.5,0.7708333333333334,48
nuisance_only_logistic,target_swap_correct_rate,0.75,0.625,0.8541666666666666,48
nuisance_only_logistic,same_context_two_query_sign_flip_correct_rate,0.5,0.3541666666666667,0.6458333333333334,48
nuisance_only_logistic,reporter_quoter_attribution_correct_rate,0.0833333333333333,0.03125,0.1458333333333333,48
nuisance_only_logistic,heldout_lexical_balanced_accuracy,1.0,1.0,1.0,48
nuisance_only_logistic,heldout_discourse_balanced_accuracy,0.46875,0.4166666666666667,0.5208333333333334,48
nuisance_only_logistic,heldout_domain_balanced_accuracy,0.912232905982906,0.8903311965811967,0.9343756677350428,24
nuisance_only_logistic,mapping_reversal_semantic_agreement,0.8541666666666666,0.75,0.9375,48
nuisance_only_logistic,false_binary_opposite_rate,0.0,0.0,0.0,48
nuisance_only_logistic,fit_canonical_supports_evaluate_alternate_supports_balanced_accuracy,0.875,0.8177083333333334,0.921875,48
nuisance_only_logistic,fit_order_canonical_evaluate_order_reversed_sign_balanced_accuracy,0.8958333333333334,0.8125,0.9791666666666666,48
dim_plus_nuisance_logistic,macro_world_joint_binding_balanced_accuracy,0.6875,0.6276041666666666,0.7447916666666666,48
dim_plus_nuisance_logistic,joint_holder_target_relation_balanced_accuracy,0.6041666666666666,0.5416666666666666,0.6666666666666666,48
dim_plus_nuisance_logistic,operator_sign_balanced_accuracy,0.9927350427350428,0.9884615384615384,0.9964209401709402,48
dim_plus_nuisance_logistic,holder_swap_correct_rate,1.0,1.0,1.0,48
dim_plus_nuisance_logistic,target_swap_correct_rate,1.0,1.0,1.0,48
dim_plus_nuisance_logistic,same_context_two_query_sign_flip_correct_rate,1.0,1.0,1.0,48
dim_plus_nuisance_logistic,reporter_quoter_attribution_correct_rate,0.125,0.0520833333333333,0.2083333333333333,48
dim_plus_nuisance_logistic,heldout_lexical_balanced_accuracy,1.0,1.0,1.0,48
dim_plus_nuisance_logistic,heldout_discourse_balanced_accuracy,0.4166666666666667,0.3229166666666667,0.5104166666666666,48
dim_plus_nuisance_logistic,heldout_domain_balanced_accuracy,0.9944444444444444,0.9888888888888888,0.9986111111111112,24
dim_plus_nuisance_logistic,mapping_reversal_semantic_agreement,0.9166666666666666,0.8333333333333334,0.9791666666666666,48
dim_plus_nuisance_logistic,false_binary_opposite_rate,0.0,0.0,0.0,48
dim_plus_nuisance_logistic,fit_canonical_supports_evaluate_alternate_supports_balanced_accuracy,0.9739583333333334,0.9427083333333334,0.9947916666666666,48
dim_plus_nuisance_logistic,fit_order_canonical_evaluate_order_reversed_sign_balanced_accuracy,0.875,0.7708333333333334,0.9583333333333334,48
full_activation_logistic,macro_world_joint_binding_balanced_accuracy,0.9479166666666666,0.9166666666666666,0.9739583333333334,48
full_activation_logistic,joint_holder_target_relation_balanced_accuracy,1.0,1.0,1.0,48
full_activation_logistic,operator_sign_balanced_accuracy,1.0,1.0,1.0,48
full_activation_logistic,holder_swap_correct_rate,1.0,1.0,1.0,48
full_activation_logistic,target_swap_correct_rate,1.0,1.0,1.0,48
full_activation_logistic,same_context_two_query_sign_flip_correct_rate,1.0,1.0,1.0,48
full_activation_logistic,reporter_quoter_attribution_correct_rate,0.96875,0.9270833333333334,1.0,48
full_activation_logistic,heldout_lexical_balanced_accuracy,1.0,1.0,1.0,48
full_activation_logistic,heldout_discourse_balanced_accuracy,0.96875,0.9270833333333334,1.0,48
full_activation_logistic,heldout_domain_balanced_accuracy,1.0,1.0,1.0,24
full_activation_logistic,mapping_reversal_semantic_agreement,1.0,1.0,1.0,48
full_activation_logistic,false_binary_opposite_rate,0.0,0.0,0.0,48
full_activation_logistic,fit_canonical_supports_evaluate_alternate_supports_balanced_accuracy,1.0,1.0,1.0,48
full_activation_logistic,fit_order_canonical_evaluate_order_reversed_sign_balanced_accuracy,0.7708333333333334,0.6458333333333334,0.875,48
residual_activation_logistic,macro_world_joint_binding_balanced_accuracy,0.9401041666666666,0.9088541666666666,0.96875,48
residual_activation_logistic,joint_holder_target_relation_balanced_accuracy,0.9947916666666666,0.984375,1.0,48
residual_activation_logistic,operator_sign_balanced_accuracy,0.8616319444444445,0.8293402777777779,0.8925884748931624,48
residual_activation_logistic,holder_swap_correct_rate,0.7916666666666666,0.6666666666666666,0.8958333333333334,48
residual_activation_logistic,target_swap_correct_rate,0.8541666666666666,0.75,0.9375,48
residual_activation_logistic,same_context_two_query_sign_flip_correct_rate,0.9583333333333334,0.8958333333333334,1.0,48
residual_activation_logistic,reporter_quoter_attribution_correct_rate,0.9583333333333334,0.9166666666666666,0.9895833333333334,48
residual_activation_logistic,heldout_lexical_balanced_accuracy,1.0,1.0,1.0,48
residual_activation_logistic,heldout_discourse_balanced_accuracy,0.9895833333333334,0.96875,1.0,48
residual_activation_logistic,heldout_domain_balanced_accuracy,0.8322916666666668,0.796980502136752,0.865224358974359,24
residual_activation_logistic,mapping_reversal_semantic_agreement,0.5833333333333334,0.4375,0.7291666666666666,48
residual_activation_logistic,false_binary_opposite_rate,0.0,0.0,0.0,48
residual_activation_logistic,fit_canonical_supports_evaluate_alternate_supports_balanced_accuracy,0.6197916666666666,0.5833333333333334,0.65625,48
residual_activation_logistic,fit_order_canonical_evaluate_order_reversed_sign_balanced_accuracy,0.5416666666666666,0.3958333333333333,0.6875,48
