item_id,situation_id
07c9aa4ea723921c40030092,e39e8d1bfbeec3d4e7ba
07f0259e5b2a574570adfe60,4aacc7d4f2eae02a6c67
080bb0cc34f0e5a0d84b2cb3,88fe62a5e36a7371f7a1
08147454182b34fd664ba0ee,54a04d628b32067b05ce
08383a103e7450a35e0ad5d3,2d5b302ec1f4854d3bde
084a9e745cdc6faa59c3a510,a52315f3e884bf1a38b8
0862a41c57f1f629a2b2d103,4b11d93346cc66f60463
087452cc63cadaec41232376,a4b54946e41032ef42eb
08805f160e79b015adfdeac7,b45d4ec8a9329ffdb840
08cc2cccd13211a98f672d0b,4a523e417e9af760ced5
08e5a311f513c1218dabd376,5b2cc4f2507c19f99575
092802a0f537f0c30c855738,51969ff49c9611cabe2a
092aefd5cf7c04f62a1a19ee,2de51d38a91de4b88edb
09496d8310a3a351a4e31feb,7dce18445aaa247116e0
09650c49e659ff587def855d,1d07ceb96669b0b29631
096d1d1be605c954aadbb1cd,3b0affa8b3a7f0b26234
0982e7bd5337799679afa97c,cad853f20bd3c8e372bf
09d3ad5f6efc2d337dca5fdd,0e4ad2b53aa5d625390b
09dde05d10f549916aa43af8,10bc9a2525863e99b273
09eb6112c4a92cb6a3aa990c,586e0cddd39cfd8c542b
0a4367e81b2d9a62463e7cef,d0c068fa81e7149b9794
0a55af8f2bff32686727932a,d851fda12143eb2e69b6
0a7154cbbd074db2f9f172a9,576cbdb75d0474e81c40
0a98065f6bcc429e119cebf0,fa21e7e4fa9dd92c9e39
0ab2199b0af0b41c35c8b156,70b0361e1c572f95a232
0ac948fdefe250d255188a7e,4b2f4571ad95264895fa
0ac9c726ae7dc2c62fc26d3e,5822e8c3e2affe64fa20
0aedd1fe69c9caea4b533482,b89400730d58a84f689e
0b1bf98563f4bc2d8a64503f,555d2a69b3174a67fe5c
0b2e5a3f045bd8a380d00d46,5d411ba7997a17fa1005
0b3e7fff396bcbb840b5aa67,5c66d807254f3535ba4f
0b40290b1fa5c9cddd84b7b9,7f8b604b271a9ee4014b
0b63dff0b528b49cbf7d9fd7,f9d3c3cc88d1f935dc7d
0b6d2843499bdfac5c1b0ed4,a1188104df22c2e618b6
0b8a77684a013cd94ed523a4,a1f60722a70a241f5a37
0bb099ce46a028442df62ab0,e77336f670641d9cc265
0bb41db5d923904ee72967c7,cf5e0c179b2352326558
0bc9908848ad2a77ed282f47,663249709699694ba4d5
0be22d796bba66fd89d4316e,50fefbd33dda802f324e
0c0666d0fd214487bfe0bd40,944b1453571a49934e9b
0c0cb39b5af2770f423537b5,423add181c549f5e93ef
0c2a3e2f3de9e72454ffbfe3,509bf0a6a0952ff2a9f5
0c46e559d41f74a7dfdba504,e80305de4e8e730a4d0c
0c501b85eb61aef948f2d8de,6c15855988095c8854a8
0c511bb0d7154e562ebbdb24,747be12734568e079e10
0c542dc322ea57836c6c8566,7bf562ab0fd303b7e134
0ca9ef6a67c14299c59e0d1e,12a3fb025f59e93ab23d
0cac59618ea2d2a53f8412a2,951622481e4122474a2a
0ce16ad6a47f9b8783f96241,d4a82ca0913393e66518
0cfb029b44381c95415a3cb0,c7c23fad1d007c3a6db7
0d135fefb95e4a7ff7660011,f7989c2e344681c125aa
0d19948433157b93338c79aa,1144331c22570250abe3
0d36119b488b8eb2a1f0f10c,da4555fa6efaaadd7d3a
0d7fd078f71637fcae58d3f9,ebdd4aae184ac99115a9
0d7fdee20ea50278d30cb39c,2417bed757ad7d94c52a
0d84b3b60e51ceb020bfdb69,22b407f155f511b604e0
0d865616798c9838242997db,ada5708fd44867c114cd
0da6de43a9b756878eba43d8,96499f77c237b09f0332
0dc470159d0a5f9392f6d2f9,afcbffd9a1b92c72371e
0dcb637e9e6e2428c36e5db3,e958dcd4b6e32b136108
0de54b7ce2147bc6e54e5ad9,c0be0ecedf0f497ddece
0dec92aa0eb7978fff4ab197,76624fd2e96c6b8d1661
0e381b599338425e17d997ba,9fc9d0a3412992b0d75c
0e38c2afff1a1f2164de68f2,057354d778a5147ecbea
0e40bbf7bb3e77489abe9581,5da0c00337dc154de848
0e4e716949c3f2e8a264846d,86fa202e670476502aea
0e5125c879116ce1cda03302,6b170fb976b1489a3bfd
0e535e058c286b07b9dfd2b4,f6b899378a1575c0e00a
0e7818e9d776736dc2dfe232,5f0614e3a7c165999b59
0e7d75a0c59ba949f98233b3,eb8cd2c60c2fdfd6259c
0e9e12ab5462842e31e920b4,93f35e914eb0c661c8e3
0ebd47555a2e65ee2baf2f68,d0ae013103d9a60d279d
0ecbd9d3b3faa42f1ba4e814,bd28286c1265053bf741
0edc28128ad5fdc388bd100c,835392de843ae0f97539
0eeeb24738f837dc7e2638ab,98b3f9625ab33b58a20c
0f2a3ba5e1ed2e052e696a01,f79deb28bbf08b015c0c
0f99a6b836cc43a7549f5c37,b7a384aa865268cf00ea
0fc463431f774165aa19ae87,00a363fa018d5e3f82ed
0fe4e5d40bbd9d237cdcc2c3,8d067d479de2745a2e47
0fe7baddbcd23b7da3d42a89,539313195110cfd689a1
0ff1462ea71c30cdda641a04,fc41b3d03cc499b4d171
101d9b3ae7ed069cafbd6194,02ac1cae7303ac2440e2
107b6b60903a097d35bf76fb,d31c4d376f4873f6b05d
10b8eccd17dd5e832e7d38e2,3d3d4ec8424866f8cefb
1127bc4df34762debf6941d8,608ba31e6fc3fbbc888d
11492360fe3d176184ca7294,dca8d0c01b3d9ac875e7
114fcc567f5f416a5556aa69,6450e35a545b489c49d2
115fec1979305e27905eb3be,ef8431ba964f63b65b16
116f5a9c4c80fc7e092881d1,e1eb5fa783e745425767
1177632fdb026f81818480af,43cf5e93d12bf8906bf5
11af663d40a517d21235b716,2b2288e187a1e9290c54
11ba2b6433c7566da8fad3b4,520375633c609c6b5604
11c9889dd4f9bc279f2208d9,30f7098808dfc6cba823
11e68c8c9b329ddc4d93e239,9ac1c63fa3342d5f6d01
1217512be695b8b1d5e37557,9e64166e86c5f962e755
124a4e56fc1d7fc433af98bc,59d44ffd56023710da50
124bfac5da06abeb26ec4da6,e79a7e4e4d36368cb82c
129c06d0cfa9e14daa4261e9,7dd51debff5f261b312b
12af19e1620edd9d305f8e1c,0cf5dbd466e95b3b3bac
12ce0a1cccf09033c8a77bc9,1320d6e7fab51f195af9
12f1ed5a1df9fd4f35361c40,bffe3e23a4a9987af581
13118800ba511e3428e6a661,d0da2a7784da87a77506
13187254b50c0c4b2c04f199,9cae319cd98982199e49
13579cb8ee1de1bf9e18e9f9,dc9e49040204d995e0da
1386b089b828fd8646e21684,832fb0d6188cc833c940
139d1ccd9fb03c399823187b,6a13fef28ada39a4886c
13e4a441973a044797057d5d,797a3dcc1f1dd6e99771
1405418214c16e0c24bcdfa1,5eaf4365372dbdb24fb2
1426e2cb6f870bd636b2d37d,5ab81846bf3721aadca1
143c93596d7166444811bd32,7fb41de78a7d80d5dafe
1450f078ad99f24e2205ab8a,7635c98930418781cbdb
1485500321db1428e9c328bc,e706f51ffcb967686f7a
14dc77446d233bb50cec3e35,9996e2e56e06b039bbed
1518fd53eb7297136c875b46,e34cb71e24f331222203
152220a3274222e2046cbfa3,bdfb6c0274337ad7055a
155d19580f7815d308cfed1f,69d8ff1faab7dc13e7b0
15812d5f0da9395ccb788621,d93a148aa9b1dfe6fe26
1586ca2520c1054dcb05efab,cb8b1b5d08671e215c33
159358b847ba17b316b63905,b92184cbd93b6f8c826f
15fb41f75a8f7587cf4629ce,8c9b8bd33fb9f84c873d
1618e6aa37ff7b39d6cfbae6,4795e6d4a60be966a1a1
16248e3e85de9172123608de,24ac5a6d2cd2455f86be
164efad45048075eeb4c59c7,748f524f35b9feee39fa
1656c214e970297687d5faea,19ea268adfcbf50be12b
165a33b3f865ceeea3064555,788e76b2b68b194f6dc7
16a525e8308ab1ee1deec0a1,8492f853cd7ee3bb29fd
16a8810bc085249e3960084d,31a919133135a72ee08b
16bd37b5cbfaeb6c25aaf2dd,7bfb31cbd829a7b0eca0
16f142635eb4d45999d00663,4a1d13cfe4ad6ae45743
16f701e5d4a12592270fea27,a5d8a72c5240ca00f8a9
17031fbe91390edc3e4528ae,c942727b2be374940aa4
173828cfb7e1102c876324b8,f93e8ef287c7d7fff167
1748cb29302a66c5dcced0e0,3a3ca293188bf6c2bd3b
175b6ae678d8d84d5428e94c,e73e5d39df1b3a1d4899
175c264f7d89a76e8913c585,a358483b83928dfeec14
177e2b62c35a0b820da0a0c9,9d55a4b9d45af61b1cb4
1794704ec74bd48aae033a71,22b67802b2c05cb180f2
179d4e1c41242f6749358c08,1bcac0a9e931ea908091
17c004818dd731fab77914e7,92ec03b5f0d6e7054cdb
17ead83d68c05750952b6dd6,d260d52bdbba9aae3819
17f48d65c5dca880822fc0da,055ad7914b14deaaff2a
1883c267a403b81842edbd21,c94c29f6e96a3ff8bd55
18a812e446efce01082d9b7f,448666484ec0e3cc0ba5
18c0a8202ffac64431381ba0,2e3db06b2675e79fbccc
18cd47e328da23a6addcebe2,4d44202fbe9d48f7f7c9
18ebabf22476655c4f78651b,b4bd8cdc2faed4383051
190408a0c0562d2f25683d41,7a4a86f658ddbda316ee
1937900132c40d83d7752401,f6e27e263cc03652cceb
193cb80b172331f2f0ac361d,6731b5cdd35e0fa994c6
197fdd058ee14175dccc723a,9f89eea206db24aa1063
198cc4377aac33cb34c178e2,205d5cd72b8a434bafed
198dc422693e62bef4df7807,9943f96b6f3499117e48
1998348af9de67a625267af8,bf8776a63b2e6d4459dc
19b1115f83bd7ca0b1f65d5f,4d778c900b965cd2176e
19f24f0a08f8fb9facf06a4f,8b2ba960ca2099aad23b
19fb6d58df69f0b17c2bdf97,272601784ee8d29799be
1a043982426f67a4c635094f,c1c07bc08fba62bd412b
1a1b7eb059483817d7223adf,0e47b72f66204c2d3e1d
1a421e387c8f6af027288937,3a75c0b1eb3f0f32ab51
1a479c2f221ba49456368f21,35add024a068b1a9761e
1a58eb1953d87476a7c73f89,f8db3834baeea6e58bf4
1a73c1b549ad6eea511a7edf,974a99704ec3f46b273d
1a96537dee0c59cb1e387175,1e63168a51bf08961d8f
1b19b65da3eef5a3f3c4c29f,54d54650e3053053e599
1b2f5f3fa7574f813069135c,ea96c950320de05448e8
1b313ab5444c22a7fa78f193,4e0f7c92d412e7668ffc
1b50f9eef3d27f02829df9af,738b4e876538baa9c33a
1b55ce0bea34357dfdb697ab,6c2d5190645229ce59db
1b5a265bf0f541473a33a78d,f0856438cfa88461514c
1b5bdb5e44ab9342abaaec34,5797f525d41ff92f4899
1b79353c143fdddb8ae4ac9e,837e38d64aba8be2df1c
1bf16f63246871a0e36bf384,1a1610e183ecf7305470
1c01f9f498af6e284c69df74,7e35780ae03349c7186a
1c0993741cef47fa6e030c24,b0c2459b87671bdf38e7
1c22591eb3bd40c9223a0d6b,d98911b35062d420ddef
1c247a13f2ce60c3dcaf7684,2ef27fa4848bafc921a8
1c2a4586b5e98c51e0894db9,f7f4e7b8c46f5aa9acf1
1c3f7e4ae1f0772e7c8c4beb,527e050daee1b927380f
1c606d8b12baaa7d019d9088,9071d91f08ddea408a65
1cb388b18b72779175e0727d,0c5553b6df12b8fd0687
1ccf8e4df0901b18cf73900a,d02b1fa981410b3af1ad
1ce53c92b5b9a6c667b93e40,029945bf09d2dc8a01d7
1d4087d5880cab6b85073802,74960f84a85e08494cd6
1d6d9ae7a615046fd6296e57,f81011c0f2e943b9c6f5
1d79ddd94df329130d1d8942,8756451bb3195f91225c
1dda8daeb6736c6a73836254,2fa0e4b075e56875a1f5
1ddad057c45588beb9f6b28e,a40dd2691a9eaa4e0a6d
1de120baf43454f9b7ef9993,2e4987302ea7754ff2b3
1df3c51156e84cfadb0f1058,b5a09e0aa94ee922207a
1e1b69c6bb1d8ae0a0352111,775c7dfdaf34a2d0d108
1e2bf37e1d5886bc244c0c83,0b4b6aa2c80a5ef8dfd3
1e51448601eba04f5a191685,42ccb8d32b8143331b71
1eb8f87b0514a74887fbc347,48e41b92c6ad2ea273a8
1f092e2bbfcbcc01947456e7,449d40efe74cab8c0cbc
1f3375f6c14b2b44b133ac9b,eb9761d6fd5ddadc4486
1f61d3068901d8ffecb5960d,18c5712be59fdf05cc0a
1f9d82037246cf42631095e3,8008d1f91fd5f958a440
1f9e9ff18de629012e6fe87b,78bf7e0c0d3c4cb4a9dd
1fb20d560349cc532a359212,660c66b0504677999182
20028e3cb0fe5619e9caff14,355d0d405c1da1ded78b
201e297b3c33ca1bfa3999a6,6a43292d21c190ee5a38
203131ce6886ee479462cf20,2781a4e762c137d8ccf7
2042bb2cae4cac8adc6037e1,f850e0a5d322548c8ed3
207c636a574aa68e8ff30493,3f52cce61e5bd930d6d1
209afdb9cc21fc15d274bdea,0fd5460db328b2af4ae3
20b976dc8377245b208d900f,f8074f322af9fe05d484
20d8bf38557349d599838fae,ef192825042dd79fa1c9
20d8e433b0b3b79fb8f2d6d0,797a3dcc1f1dd6e99771
20d97ad24d4ab3052a95d181,70c020c13effa8243dc0
20e1aab7305edc8d5083e87d,d2252573db1af31fb1a4
20fc78b2ed400a4ec31030c8,712cd28818f55c9d769c
210a53d2959f765afe6f8fa7,3a48ea0c99a14b5e23ae
2116f407dcee502cf604bcde,8e356402b38d36b82817
213f4677afaafd53ecf736c7,fdbbaa71509246f5527b
214fca6516bd6da411b872fe,f7c34a11babe03d569b3
2162eec84dbbbaccae9817f8,901ace715076931d37b9
216338023834b4b423746eb8,04d6892c142f2b055355
216c2dcb91dfe3d0d64c161e,1a72498554cbde9e1843
2197bf4b9d898ec0f1dc8e00,9daac6ee52aaf272d471
21c8ef29e294f2741c9356ae,86533970686a26d8204c
21f8ba8165e5b6b06139f4f9,e8f680a8ae90059a4e1d
2200299e3e5add2d3aee0708,623691dde41134932239
2226fda6de453e53de2366ec,c240d0de2e39539e5328
223887109582fade7b1d1218,2300459bb3b0bab38eb4
223ebf984a603f35f3a52b8b,3cf67aec848248b6f7c8
2261a2449bda47d00821de9a,95059f434322ec8cef86
228ec9f02d32c13b17875990,8fde9ca175911280ff1c
22a29bf569c82f89505560bd,a310ea6952292bb52244
22abe464fb471f2ffed87be9,ffaf65746173e204ea52
22b7ca02078acae8884c692d,ade57a7b3bb7746d5098
22bb23552a550f6e1cd52d72,aa850492a7a4225722b6
22eb02f94af406a05f5faee9,d12eb0b4a028bbc17fd2
22f4f2316e11bb3d709ad162,a10afd22fcddb2ecbe85
22f50652ebcd1cc852ee46a8,4a8939e6b607b699eb3f
230767e887475ea6da82d857,ee482045638996564fed
231bcac6c0d8fab74002bdc1,8fda78f6d320240016e5
23556b605175ab7f17650376,32039a9b097a3c068acc
235d07caffc9c1bff9160f2c,8173cb5dcebf1451663d
236277fc676d16324665a868,4d5bb099cf0c78d583e1
23768ac93b807dc6b08f45ba,7cbc1b781f8f488cc3a2
2381c6f45a0c49a1d73c6bb6,7bd0c14f0ea184f553db
23af0df1e254c374487df632,8ac353c441e55ad78554
23b3e9bc5bddd616abadab3d,88e5dfd6a500e4010139
23ba669b2762faf9aad44230,631b9ba8ac68f1de561d
23cdb26b26a961d8654bf0ed,0b4b6aa2c80a5ef8dfd3
23d1d8f3c3a380afef868e31,f96acc43d445f0dca126
23e6e48ebd478e8600bc0b46,32623626ac79a4e45ec4
2417fac9838c881b7e960b97,1058634aa78e38047d8b
2465778b9b8ab0779979762c,a9afd81022140ad974ca
246f68554db67a8cd5958013,b40b79798b26e103ade5
247c7fb703c9baea9a8cb508,a4ae518d3044693e2e0c
24c43e472e2294efbe308cd2,f05f63efd0f09ab301a6
24cc4babfed721c49d794e20,54450eda3544bcaac595
251054800e9bf1aa6a7b5158,726b99e8d434de786383
255db03d069e19a4e4bbeef5,9d90dd57f775d6ba4d80
25601576954b0d35bfe42f8a,64296aedee422195586f
257953ecdb6af95770069aa8,1ca29a84e1720e4ed598
2598259a01f073c8a18a79e4,65528bed2b29ac0d6665
25c52e320a455dde9f9eaec9,c1ea232de9ec2d8a2bfb
26339cdd610c9245dfa88a04,bce986ebc61ff6b3e933
26564e138fc6cd2fc96aee0e,8c2ae70f600ad3eac8db
267b8bd7518f30f8455f2160,5265e58026eb4815fa81
26810ccdf78a3059c6a278b8,6571c487609abb0061ab
2692c25086aad4062fd3c61f,519d85267193c8bfd214
269ea1b0bbad21e4eb19e574,dc8c1e7061a6fadbbcbf
2725349691446b38ccc27171,b63698601c214da6e7cc
276ee37828ad834c5170bd59,4a523e417e9af760ced5
2778f55a36f4dd6f673e9c8a,fdd3c984dd0b46dc94ef
2782fa2070b9a67d59c164c5,aa1b18418fb5f14c54ff
278f713162353cfa28fe2db1,bc291cb7c0bf48bd5b56
27b7159eb414fbe64a53dcfe,ff15deb736f200e15f21
27bd967be3ef8d2ce110ab32,72dc40ef1448a489bcfb
27c78b8cf767e82c93c423c2,cb3dc453cd6c56c2e16e
27e91bd05dec58d4f6b6135a,61f3a920d01590db622a
27f062fa798025b867690ca6,18e41538bddb895ebc92
281d5312ce3759ba4bd5d03d,b5a1a7aece8480a42e5d
286c70066cafb3976a4efb93,d26194fa7742b6f2e5a0
288172add4b1e190dd990819,7b9eb35e5540ba65a1fc
288324195455ff6463edefb3,8bb3a03d88ae0d54128f
2897aebe5e72cd5fac936af7,ff845b8060e066034890
28b9c95ccdc573f5a3f26592,7e20759d3b74b7097ea2
28bd1a3935677d65568e6dd9,6eb063add1c49e3f7268
290b635480676fc666f30e75,953a9bca1ebdaa5ca8aa
293e9199962004d6cc65ae4f,02601a4916cc8ecebaef
29446d998382ebaa9a4dcd76,fc10fe5f4611090f098e
29c09ad7ea0f05987336fe47,592434fa91ab35b42822
29c314191cec431550f74e3e,749e276143459b0fd3ad
2a00186085eef1d4ef24164c,b0a60d580107fa8f1118
2a0a38c118cc4e40ae1f1ee7,a6f214cfbaeb578c776b
2a33412aebf3db367468795a,692e2342db549242b476
2a5758c71a5e0ccd458d1c3e,b9fb41cbaede67d42e7d
2a6c2f0d991ab1d83a317917,088fdb15a6db48a79814
2a8462c405ab9cefaf1dc6d9,c4cdaa984dab2e40cc86
2aa8ce3ac74647024cad863c,f6d06d2f6c884cac7fd4
2aace7ab9e672e0ae05819cf,66c51e2ed0d47af2d826
2ab73a5d78cd0cea73336b19,6fb095c952891c0de142
2ab952b1a0894c223fce19de,c4cdaa984dab2e40cc86
2ad1c8692297a3fdeb0e7358,2a9ba4c4445c24209e81
2ada97e7db4eb66fb63d9796,a06161ec646dd80a65f9
2afba8dc9dbf5d55d9422c31,da0cdc2e9a46d4a73f67
2b4f2ec3b82f0a383ffe3b5c,d4bad91a707dab6963f9
2b51cf42588391ae8fe394c8,822c59c1ad3edd6591ed
2b5cb976023a826c1fb7c133,e2ff77e142decaa5afcd
2b701d0f4d75f83dfce5f6e5,bc5d63bc124ef066d01a
2b84253cc071038821909dca,983f324d60fbb6d7aff2
2b871f2bf7a9a64fbc224c6f,9385ae1d3a5f0d529d3d
2bc0bc4004c689c986f6145f,e667b1ca81baf3990f73
2bc5c2205a0193cd2da1e63f,11aa227393e7271e82d2
2bc9cd212f768754a0adf2ee,f5b793ca605834680f2d
2bd9442e4a72ef1ac564bfd7,2ae8f93287896b264645
2be6529ad9b52ce95df19024,48c4151c6a6cfe8d769c
2bec1decea6dcfdbf0c3fbbc,1371dd951f317cfe92e7
2bfc3a650bcbb4de5131ed11,47b8ae75e17d836387a2
2c0ea07410d4ac71cb8216cf,ba5f09702660acc9bd18
2c1a7d7d7c521a11a8aaa2cf,9ab52d2160a7faa31ec5
2c8b146892ea83d0f1e10ac2,e32c8721bdfedf847035
2c8cd83c9ef35adf3b86cc58,c7314c22e53ce1e298f6
2ca381cb3eff36d72c3733d2,bd30fb14a21ebd7ea2a4
2cbbcb08b6edccda8ef8338f,f4499e66496bb107f325
2cd5c432155b19eb4263e266,8fe4391bbf6a20f82ce1
2cf2e22c670abf019d08ba89,dfa72a3eb4d2d40ec6b8
2cf452fe9790faaf8336753e,dd3ff5af7a67d37276ea
2cf9443cec3bab440f92eeaf,8af1d01c3e542643fae0
2d59a672d2e3d5de91460918,4edb8560cce433aed6da
2d5ef880b7623fe0f88793f7,64f8492a91074004f64a
2da5497082db4373529aee6f,27962b1357888f0b6ae6
2dd80ba799478551ae312614,bc8a4900585f461a6fdd
2e29c673852f570557ab95b2,21a436d31e8efc6644d8
2e47b21ef54075a4cbef4a74,4a99c83a57e1deb4a2ab
2e58a315cc4f6340670d65ea,cb10cfac53bd50883d02
2e6f34a1a04d0336f11b52a6,b31e800bd5d61ce52da7
2e79c5ca8d4377b8317fba19,ece8c6e0ae54e2381b0a
2e90ecb5ff77deb163d801df,cebb1f5b089fb07f0998
2ea8669ffbd7be3438a1b35a,835392de843ae0f97539
2f4b1c37d2673fc30caba73c,689e7c8d786c79f97616
2f7d23d0a757124d11ec5c78,d519818ca5fcefa9cc64
2fabe48fc17f9acc355769e0,b6dc932c1af08718ebf9
2fb4db05121ce1866a0e2de9,3aacc9ce9e53032d0c48
3022fedf246e70d005067a8a,f4be91497cfe107d341a
3045f95eca8264ba5af4f63a,07671d9607911981bc48
3059540e5492f43a4c22de6a,c366407217652cf0f89a
3062a7a94994aea5121e54c3,2f05c40ed17264eb95db
30649e3e511c086c57045e1c,7bc333cd85689f028050
3092101fcb58f88fdb12a8c2,3ae671959147ed88ec87
30a51942bd15a037e613dfa7,284244325ac7c16f6da7
30b8ef457a05d444029a5150,8ed0e0f2deb8f8381aab
30e1cd7aa8b5e0dc0f54b1da,cd21d28c03907c649839
30f3b8892e581f01bec1c46f,dca3e3b8e2a9d045f13f
310265f1d9000c07a38fcb47,f56333de361bf769208c
311911eded0f44dda561fbf7,7ce2682e28e6b2eff636
3127933ca1660808a0f2dd5f,49c6243690b30544c60a
313101cb6df8a24466070d50,2417bed757ad7d94c52a
314a24a3558c871bea9cf83d,5071ec1605efe82a9c9e
315574709a844149b5fbf202,e6a6bc553f645abb2c8f
317825fbe0ef5a085d70359b,aa663dcf1d0e48d5815a
317d6049333881aec9e946cc,07db5560343102edb0a1
31873c8773104faac8c069ed,12b974ee0fd89a8cc849
31dc5dcdbcb1c08222d2a1e7,12cf78a47633163fa6f4
31fb45682ba0d1a0cd671ea9,8a08f6b65a1a64252f59
31fd163558ed871b14a07c18,eec39726876a7160052b
3201ae740d4315f770e85648,d56f8786c04ad867e96f
32479aa1caec8a725a92e445,522534f02d9267762110
3273667f83f800c135799335,1e835cd1f943a089ccc8
327d021c5866527303edb548,fabb6da69b6a53709af1
32a50f4c411ad0fd29ce6127,122fc32ca7f0d975930f
32bddf3f53d43ac8d077d735,40305197f167c614d4f0
32cadb78a06ec1c1af48a607,0bbcbce80da56a018de3
32cd6a50f9b34ab8e7a46fc7,5e57339156360d0e7be9
32d3914cc1f0bd6225867ae3,cb8b1b5d08671e215c33
32e1107227f4aaa22f9031a7,f35d2a84ebe78f62378f
32eece2b1a2090aeb202103b,f148abaea1a6b56cfa3f
32fa2016cb5c7adea3daab37,7b78cd3b64cae0ae3489
3308f06bc3baadcf84c78a51,9d55a4b9d45af61b1cb4
330c81997a90d86f8a60c16b,b89400730d58a84f689e
33125e8599777923ba9b0242,e448e316425ae9f0d9bc
336559df8f1364b2ac568e2e,7af3434adf245e03800f
336c5422746dc9e6c98e8fc2,9de09b3cd739cd276279
3371213cea474e8ba1a5ef87,c800f35c1b29034b31fb
337904fdd942108403aec4d9,21cde54527f24cf87918
33792b1e8b4058e26c33b01e,e94db758816cafd11832
3379bddbba6bceed18db04bf,f3390c89f83de001111f
338e348b3db37c116ec2420a,47b8ae75e17d836387a2
33adb08e1e7513b5f8a4e008,a6bb6f2ebbd616cd00cd
33e45629a2fc81c2c60429e5,5f9e65ee3d6e900ccbe8
34363444daa4947e37b9b164,66c59fd00bef63c91e7c
34390a9a8ab1e75d8b1bb042,0a889b8449a1cd0c37ab
34845be5723736bcee9d6f71,995ba3d78f6f85a0695d
