record_id,item_id,dataset,source_row,group_id,scheme,mapping,label,split,statement_sha256
d186f9f236ee715b176d,580439d4ec50dbd9e13999d7,cities,27,Yingkou,primary,standard,0,train,7bed3cb327057e4ce1d090fddb9ae5f1500704f7195a7f7bc71b3016b29077c2
d97786a6467e896251f2,6ca1c2f568ad5c8b6ee50d55,cities,28,Panshan,primary,standard,1,train,0ed895735a9405cd0e7dc9dcc52737f4eed9e57e6ec418c6bde16689e7faa99e
f57673987a9adad5067c,70e0d49fcad48e1e7ad20b84,cities,29,Panshan,primary,standard,0,train,a13591d6ffdda41f9be3e7c28c78b566d2e342c1180c5b8965c0ad241a5fc152
8cfba42154df8acb9ed7,981c8282c692a1de5586d2b9,cities,30,Guatemala City,primary,standard,1,train,779ff0e44a6a8c6bd6b90b21d8a5fd6b2563db2f22776b53e23c117fb56d76bb
53bb031e8a6f2ac475e1,7bfd25668049e7a1a164a20b,cities,31,Guatemala City,primary,reversed,0,train,7fc0bb796c823b6121796d916e45f7c4501cb4835fb5f82335fea5c8c16e24c2
39e278d299eee1d973cb,26c0a9ca4a327690b86c7364,cities,32,Bauchi,primary,reversed,1,test,8dda402b5420d59e7aa8a7ba21a84f801ca30cc5cd04530e3da470bca4492d73
e09f87ef5d5a443a636e,5b38fe0e41657560b11283f6,cities,33,Bauchi,primary,standard,0,test,fdd9b8985046e9a2457d62ddab52692b0cc5a11ea8865511966bd774b025db27
2cedc1c382e6a8342835,075e62f1f77b82a466ae49a3,cities,34,Tokyo,primary,standard,1,train,f7a8b668e4110c5838934e621ad6d4b233458a748146804cff6c7321f4c56288
5af09288a4fc88ed66b4,c8ba4477f78c6e01e1d37318,cities,35,Tokyo,primary,standard,0,train,1a77a5dc3891696444d4d8dcebcd1459bdfc15d2d6e4e99e008d6f0853649412
e4bf52cb982fa2ff2f0b,e8b8fd8e52cb36b9f35be9a6,cities,36,Mombasa,primary,standard,1,train,323e686f4e8906df0fc4077011ae447dc6d03a144a58f81c63c873b2d476fa93
2dd4331d9f9d5bc2a91d,9aac29631e373b52f4fc6cca,cities,37,Mombasa,primary,standard,0,train,8651965ae2e16659b146bab9c1f67a699956b6b6a952e1cb98a3b5be3c1a01d2
7e35c9741908fe217a6f,65d15437a1389ce7f9a12a92,cities,38,Ulsan,primary,reversed,1,train,454528bc84d631abc96388ebc8550b80308302cbdb9706be29fb8d25606df9c7
4fb4eef39f4278c03c22,3092e7de67ba20f207b5dbbb,cities,39,Ulsan,primary,standard,0,train,2b411c05db6f2ea3a170aaa4d91bc359a5a49b61d45ab1940cf1de4766b521fc
c325e26507235f0a49ee,6313d4ca6f0479dcd904093e,cities,40,Warangal,primary,standard,1,train,d83a2500c04518d9a7a421798e4e08cc1235d480b5b7ac581215178cffd0eb11
1fdeae1f0f0832c13c88,14a23dbb285f326d6478bf6d,cities,41,Warangal,primary,reversed,0,train,90b153ae4ae692307b2fd419c4141b75152fee32527713ceeae90201811a62b4
646a7fdee25b0d95a981,7f8bc1d2223ee51c25953078,cities,42,Tiruchirappalli,primary,reversed,1,dev,9c8f46b68813227632c7cbd6d9ecaf85c1bbd46b73f5c0be43250b7545755c4e
e84d947a362ed93f97a4,ba2e1c4c4a8aa038631ced42,cities,43,Tiruchirappalli,primary,reversed,0,dev,507c6e70a3bd01500524f3af72ad47000af2bbdfac9136377c3fd996a8862691
54ba843210d26655b6a8,2e2fc9f2594bde30afe70c45,cities,44,Nowrangapur,primary,standard,1,train,62f8c3788322535f5a624a426f0609de19b512c00885425f435880344c992c08
e571f23173485aee4f80,98d58bf8767a236bb92d9c80,cities,45,Nowrangapur,primary,standard,0,train,06e682039f3a02654b767c4292f65b4cedc043d14cbf77ebb498c850cd4f9213
07dd8d7d692ef0168fd5,4b1958188743fe066ed49f7c,cities,46,Sambhaji Nagar,primary,reversed,1,train,3ccf751a823ca819d5d95e8f75e709f3fc4ffacffaeef3253d11e6ef6ab1aa26
e9c401b840daf96490c6,72700e981b0cce58de5711fa,cities,47,Sambhaji Nagar,primary,reversed,0,train,e8633e05611a6eeaf45773faa5f1fdee7789391566e26846868a3ca656b7d669
221039e9eba82709b947,cd8a1b568d1fb6350e55a5e3,cities,48,Ajmer,primary,reversed,1,train,fc6cf320d71974abedff4b0ad88efe205feba9289fc3cee0c582638f20de1f55
9a6eb048267eed1f6868,e0515d46d94a0f21b270e54f,cities,49,Ajmer,primary,standard,0,train,a0cc1676a9fdfe0ddcc26800aa9e6089a6f63756a1a8a8a6fdb2030128823ef9
5153bf9719fc30c61106,6951628e8b656ba92290bbd1,cities,50,Rohini,primary,reversed,1,test,6556d96c4402be50e18abac28ab7fe4e63d90fe665fdd52fecf65dc7d0787b66
7caed3e0c3fc83af22bd,179af06eeb02e85f614a0f1b,cities,51,Rohini,primary,reversed,0,test,7e5732ae0f3d0d0403b7a946c37a36626a92b4ef773f45ae0673c2195f0eaf01
4d881d74787b73e9e4bf,116279c5d429b0876ca7174b,cities,52,Serang,primary,standard,1,train,52de6910496ea0eb17e49dd9a09807a5446171d221e65e4a31276585ceb75973
f453d28560119c8eaf3e,5d2139c17be75596072c87a6,cities,53,Serang,primary,reversed,0,train,15c16c7df073945d9c1bf15fe0a16d18ffae86afbb08bac6b5e98f37f9a83c7e
84a0f52668403799aac4,aa6fbbdae4166b406cc832c0,cities,54,Niigata,primary,standard,1,train,1213baf1c29d8da1c01e592369926f45934663bcf216b74b5ede803f439bf4e5
1f679a63b7f54c3f14d3,62ba91987de6e7e847fbe444,cities,55,Niigata,primary,reversed,0,train,cf9228a246274b5ea70302699a0a23d1a2c0b80375d9ba75f9624886f7f08f84
959fa8eac0fe59eebbde,dc628a6d277cd7456fc94508,cities,56,Marrakesh,primary,reversed,1,train,10c57619975a4916c6b75db1e18c632d0537d38f8f336dfb8a207d0fed4db55b
d4cb9b6ae2d63fa39b8b,c23f0b638c0917133921d00d,cities,57,Marrakesh,primary,reversed,0,train,900d761a5d8ca2302399e0fe0c944f1cd788b409e825d73dda870a3919863c5a
7b1838111a9b74750f08,1fbf3c72d982bdcfb760b061,cities,58,Makati City,primary,standard,1,dev,9af7724156313565fac6142c582e8e4393f9c68ca37b00fca61d2c1ab35250b2
29cfc7505d88ab95c719,746b37d1f3686687fbd68702,cities,59,Makati City,primary,reversed,0,dev,26bf46c33d0a24ebb1ed98f38324892867040520c0f4da5938cb1da4ea29d65c
c1476002c5cf01877310,1316bc305c1bbbeb5b888bc8,cities,60,Tirunelveli,primary,standard,1,train,36499f7825a6b8f34fe266f6c59c0d1a53615f921f2681432b193add1450a980
a7641aa07a0ec70516ba,d8ae87201c9b6115cac14975,cities,61,Tirunelveli,primary,standard,0,train,2be2049c7b71e5b4f020d71cbbd99e6310bb312e02e4e56383b421c1e7f32006
a3e8d744581a357c921d,a1ed7c531857281ad0071185,cities,62,Thane,primary,reversed,1,train,385c5c5600a3c12b3726a8d2deeefbe21eccc6130c94adc68e8cafc8166b6166
d378ae3f9ca0581f4769,491f18c0c37e24eed18083fd,cities,63,Thane,primary,standard,0,train,5bdaa551cbcd2c77b961f120489b78a6f0f3427a05385d60034f8c4d0bd31d9a
b2e02c7c63721a3ede59,5d7943f134f23dd66b3b43f9,cities,64,Solapur,primary,standard,1,dev,b0388c4e10c26fb8d310765f9afef9b23427f95378ad662f619d229cdf2651d5
a84c65261399dd3a6d60,4ac35ee486104194110cab7f,cities,65,Solapur,primary,reversed,0,dev,5d7409dcde7a7299f9f1b0aa01e31d5778e468747471ae04f093ff87fbec0a86
bcaf949bdd3c1dbed728,a205714ba70c1de19b7fedf9,cities,66,Najafgarh,primary,reversed,1,test,2e3cbc7741e2cb41dd924868b56ad4e094e63e4d3a38fe81196a911b340e4043
6e3d41200679cdb32b82,c682d074fbc99035a55e41c5,cities,67,Najafgarh,primary,reversed,0,test,bb1022fd45c96ef887b475f26ae8a2bb9a75fbf8b0ad74e6168d1aa2d4a46409
a79c9453159a3079b4f4,be2ec9e9ba0e828601e183d8,cities,68,Borivli,primary,reversed,1,dev,0038e8b446c8827cb0beb55ff3f68755d5e8e0ba0d459ef69bea1552c4205297
16dd6ad4e6a9ec633195,c5b670d6f5ed681a428f82dd,cities,69,Borivli,primary,reversed,0,dev,2abf8be30c9a73410ab636c7e5a389f6288cf2d13d3425b2c592c8f92ca03e26
d45f37adab96bd29e1a5,743c31f949747e29835ce1f9,cities,70,Zhabei,primary,reversed,1,dev,05b5ad3be6765b1e96063aa7a2b4c9ea0be444cabf1f288213f02a79c83f7cf4
89c1b5df1a829a2aa09b,caf2f9d11b4e9590ccb3d14a,cities,71,Zhabei,primary,standard,0,dev,f037e97854400c4a287e4ddcaa380b63f7a2a8cbca3be9ae75f1bfb1b1d6a41d
0ad62ba0561be99795d1,cf4918e67a746d66e377067e,cities,72,Liaocheng,primary,standard,1,train,0d4e1f5f57afd52b5af1eabb43a32d30e349037e092179027062b0b9fae8dd8f
12f26ab92573bedc0b69,d6da43cb6be4e3e20c957d98,cities,73,Liaocheng,primary,standard,0,train,4b4347b2263b8c424e9f30f2a1cba98bc7a1d3fe832c228fb2bd8860a17247aa
5a9e7b8530d7f5dd4f5d,429aa48e1078211e656fe16c,cities,74,Jiaozhou,primary,reversed,1,train,b5344fb1f6e5f81a955eb00b15f0775183f779ebfe3865d47521a36514c08003
c1c21ea6a4c8aa6520eb,e762f732fba63df8d4cc7b54,cities,75,Jiaozhou,primary,standard,0,train,1244f0e285cfdaa27611aa62fc5c3ec7dd6aa05c2e4c1403153c7376190c0a01
440274d7fc0ad9266b7c,c95da0ebe993402f745c56dc,cities,76,Guilin,primary,reversed,1,train,a935b17c7d2514a4e4ecf2707992b7f946c792d2b478e2378271bea2937ace6c
c6b560ba4fab3a5074c4,37c7497014e6bcf71eb1befc,cities,77,Guilin,primary,standard,0,train,26c3c2296f84b7f3efa9381f933cf7d83893e08b0f2caeed7afae35df40b31d6
f503d2714a1e071246f5,93f400f9efd47aa2876cdb85,cities,78,Chaozhou,primary,standard,1,train,8822fe02b8df0b1bb51b5c6e1353e72edfea1fbe745d92f0ffecce75743fdd85
a52272258c91c4d0e320,3c7d0481d3adde261ccb7b43,cities,79,Chaozhou,primary,reversed,0,train,dafbc8686f78b4c2f257c2edf1e39c526585db5e3c0afe2a0a1943e19af1d51f
393dc0d3fa78aa3a85e4,d0db1e691a1a7aaf71c1f711,cities,80,Panzhihua,primary,reversed,1,train,5ba07060bbf74d5bbaddcd9421a4cc8582251b36aefbb7e474ff1532f30c61f9
31816ec85615ffb781ce,8990836e1e18568520c80c3e,cities,81,Panzhihua,primary,standard,0,train,31ff40a785c3e956d75d372f572a8995e37095690bd8405237410c88e7b130fb
4a7ac8cb1f12c8b98359,73e10a6816cb167ac57993b2,cities,82,Bucaramanga,primary,standard,1,train,4c5573eabeceb610ac3b49141546ba7067db00fe2ef5cc17666d01cb3ea6b55d
9b2721136f6fd8ae1b85,61b3281762b67239c2e3237a,cities,83,Bucaramanga,primary,standard,0,train,6f67b199fcf25c92ecea408ad5caea91d7c13aaa2b9754c6ef8f932ab0cc2981
3d808b26cad0a698cd19,09ac9c812d6f4f6186586545,cities,84,Niamey,primary,reversed,1,train,5fc4a6aee8f751408d417a3105cc4be299332e0de617b671697799982f8a6c8a
18e4f326dc939fa85fe1,95162d7853b7353fc194691c,cities,85,Niamey,primary,standard,0,train,cec913df6dad1b690b0092703665eaaf71dfbf58b66a8d9cdc64418effdf29fe
c8dee4dcee2ac5d91b01,594351a4dcdd92ae8e6c1aa0,cities,86,Sokoto,primary,standard,1,train,eb216d2ae9da32368400f40aac63f5f3c32449c3a46ac8e9dbbb87fb1ac67540
f83992037fa70e38f735,74c9154b6681e877226d0b9e,cities,87,Sokoto,primary,standard,0,train,e2489915d16281a1fadedf677f0b109439b6e27419ce566f4e9bc3820e333793
c9f404e8263e07922a5e,a62113a313bb409634289842,cities,88,Abuja,primary,reversed,1,train,8f6fe067b9fc583167323c8178b8501d383dda308080a94573d8ad613192b8c3
c1b51a56271f53d88bbc,167b51618ddd9b85a60f2132,cities,89,Abuja,primary,reversed,0,train,cbe6278e1a68a1d72d0c27abf5f579c67d6101135cc77777e8543b80a9bcf2be
e16869c75d7a8dde1c1b,90bbb9ef89e805afebe38d8b,cities,90,South Tangerang,primary,reversed,1,dev,7072f5f52a61e263a81bcbc3544f4adfe41e7aac6fc75848e226650698a2a6a8
4db2ccb2d4210476dda5,dfec94b0fa45fa7eeebd4d11,cities,91,South Tangerang,primary,standard,0,dev,4621b96881806a64991d5192655f804554cba71a28adcda293a2f82faa06cb08
c003486e362137bb80af,782d2e6d91bee5ba5ac4c2b9,cities,92,Odesa,primary,standard,1,test,5c918e66657aca05aa23b0f3db6e674d070580a40d6fa185f0356f26e15a9d18
f6f0b3303ef957a48380,7024c10a051af8f14b8542d3,cities,93,Odesa,primary,reversed,0,test,f57734de5d578de1f8b7908c9dcd2575ee55c8e8bd152578bbc29163d4f326d2
63077fb86bb422334dd1,763495b2902936781364f4ee,cities,94,Fort Worth,primary,reversed,1,dev,a60a6393d324337c8ca3691cf11e96b2b2140d928f0d431fb4529fc73fdf1f45
b1549ce6ea3b34b6deeb,3b3742d52957cd4f558b6c7e,cities,95,Fort Worth,primary,reversed,0,dev,ae9fdafd8b78968865aedab535bd356787836c2df954f41a5649542dac388750
98bcf3ee2e98c496f580,3c2231226c52635be691d8d9,cities,96,Boumerdes,primary,reversed,1,train,f76bd58a7032578d55477413c6c52789ceeca26c66a9c47dbf3a62f6c0362e28
575b4926a4a365b69bd1,04d26a7f8e4fbdcb3f24b3b4,cities,97,Boumerdes,primary,reversed,0,train,1c7c771afb1c5d888112442d8f61182235cd178d6c3cffb0d29d0b8381fb885e
339b5391cd138369477e,308d82761e4cfd1e259bbae8,cities,98,Asmara,primary,reversed,1,dev,e4579e1389afe41f3a0047fc766dc3c80b5c9c0a2ecbd207a9da387e7ab07304
efae512f862efce6eb93,a856a19ab92948b5986d064b,cities,99,Asmara,primary,standard,0,dev,dc28ae513b77795106b52a99f80c540c588849b0e13e59660adb2bb840252a87
4a773d021dc3b270e5bb,a6a6a69b2a876ad5e7041d02,cities,100,Santiago de Queretaro,primary,standard,1,train,3dd643f42d4846a500aaf1774ccf3bc9f5412fa854c1f7e3b31cfeb848b3f45d
8bf8e24b1eceecec18ff,5e2745960c2600f80404ecbd,cities,101,Santiago de Queretaro,primary,standard,0,train,490fadfac1d3e52d6a9b115d4fe1c676d73047ba5b178d90fdc4f1a03bfbe110
547137e260908163da88,116a6dba73abc9b74253ad26,cities,102,Perm,primary,standard,1,train,d3059868e6699e708f4692ef6208c224c9dcdeed036b77ee9c5beb1f01124e70
4d4b158b6f4266c5c66b,b14140fa5da4301e6aea419c,cities,103,Perm,primary,standard,0,train,7b53e53a40216f5a81cc859e7db2980b2fa8a5e8e17538cc6958cd31c2daea3b
f824fed30a03f9044ecd,18bcf9b0747b3ad3988540f1,cities,104,Jeddah,primary,standard,1,train,ff069e3d0c45ac0d5bbfd58e98f0b0de6ab8705a0c7fbd7b51df8f3acd7f02bd
3d0b523fe9a818792627,e47236d5ee39699eff007b6b,cities,105,Jeddah,primary,standard,0,train,ac77f8ae3a349be42e5f793cbb5c213f0b80c8846b65df508ddda6f1463f7dc6
860adf9a16f84c9fe549,7b0f443c26d83ea5078f25bc,cities,106,Konya,primary,reversed,1,train,df0e2e94b10aba8ecd2a5c28d863d356ef758e3275c2547beb66522da568dc06
7f4802d724ebad0118f1,6eb1813883538ac79f7b805d,cities,107,Konya,primary,standard,0,train,1a200312c526d2825b02b6c545b82c5427e0f783cfda2ef83a4f0ef7da057aee
9d764c12ff9d585ed75b,700fb056ea5e8b1a37dc5428,cities,108,Macapa,primary,standard,1,train,ac91e4e7d5c6ddad344cc5f753ae489777eeac6dcb2aa7430a9a8a77968fe374
64944965bf2f90513b57,4c29f492e7c6ac0f376d1fd0,cities,109,Macapa,primary,standard,0,train,52c55f43ce7f5b6b62dc24fbf97124af20ff70133d5609452cd4f92108fc9d74
2c256fc6c2143b17431b,0a43337f6475fa8f55ac99db,cities,110,Belo Horizonte,primary,standard,1,train,e88e12fa28a70a2d1168f73290897f1ba51ecbdbc067f2170558fe20c3061a3a
d85a8ab05459cea91fda,51be22c3f1d81df1fe3c5d88,cities,111,Belo Horizonte,primary,reversed,0,train,e99339fa78b20077b525791e5b9488cd7257b9cddf8732be038afc6a4d60dd2e
ad875065d5b09a99181c,6a0d483dfc35eab1de8dabcd,cities,112,Poznan,primary,standard,1,train,c43b89757246a276d0d281d7dd0c248194d434f7f40c0c40a97708b758ceff63
6f59b2a016ba4f1464df,b28b21e53a1c397c33b594a2,cities,113,Poznan,primary,reversed,0,train,bf5a6610b9d2e24f6c1e2ee410faf64e61865dcc7efaaf1bf88f7d5e3804ddd9
3d896f61f2fb8e72d878,7c72dcd9763681adc5f8d3e3,cities,114,Linyi,primary,reversed,1,train,3f35fd88810f7294709585f9f05b7fc3fa349f151c2423660cf6caf316150aca
59c8a3fb0cc1fc67a015,2ef7a97f85a7d8481fcd5ce7,cities,115,Linyi,primary,reversed,0,train,bbd2fdfc58dc4b161a0bae94aa86b68ce50e394e7080b53419b9c97c0ee698e1
94c3f4d72b62229c5d24,c6f137970eb19df963b4873a,cities,116,Hohhot,primary,standard,1,dev,9d358c35744c52ddbf5ad3bf7aef4664cc068e806581a4dec4b2090f53ab665f
c55b07f7d8adbe7f1406,59e50023f3af014143297d41,cities,117,Hohhot,primary,reversed,0,dev,068cc0a755b1649a884a66b7735ad8c26b16d32d0a44db6a0e67d95e1e17deca
35a9c2a1f3f0d5ef7f7e,d06948be4d400f422f0c671a,cities,118,Malacca,primary,reversed,1,dev,73ae8065546da74d7a6a69f2127d0eb324372341a8d357612d16a89a9fb06107
cd1b17368cf10cba594c,bf1bb42aea7e56f787b71343,cities,119,Malacca,primary,standard,0,dev,134d029047ee667a4d872a64bd2911b366fa24911cc647cbebb4efea110cc9c7
91cf31bc19b7a074baa8,7ab68b1c8512fd7c1792eb27,cities,120,Busan,primary,reversed,1,train,3bd182b81d045bbacd0da718a782eee829c49ad7e38dccd5ac284cb32f609ae7
60a7a919e0d9286ccb2a,804dae8961186b0fc2a2c118,cities,121,Busan,primary,reversed,0,train,dc521b2a04697c3396b6ad4f8e77a4368df550704751bf68b60f0c4436d1659c
11d1cbc5b7f635f52dd2,e3cfe04409ef4b6407999795,cities,122,Seongnam-si,primary,standard,1,test,43be4c69a8981d1bbd9c0ef9da2dd4caa0cb1ed486d31581f685cea61400ae8e
a0fb6d6a43d6a6e57032,7e0d0c2303661886b9307cde,cities,123,Seongnam-si,primary,standard,0,test,12542721ebf04157f9fd61c9b144139b65aa052d7beb960dbccf6d7a5bb01ca0
a75748e891358f6c65a3,4b2d19f1d820ec41655f4987,cities,124,Matsuyama,primary,reversed,1,dev,3e0e4a03d0d0960fe09be8e3c13ed4c78c87567f3ef6cbea067ab0288ea8e5f4
35123c1b63f6abb5b127,c82d458aa7b4e983b1af1486,cities,125,Matsuyama,primary,standard,0,dev,984812dfb121c8980e64870259e035da72259b1352a6508c7d937c0f73d836b0
049b2094f5248859a9fc,a9f68ad68cfcada3a1976df5,cities,126,Suwon,primary,reversed,1,train,1854b1083019c428c840b7402cead92e1015e873bcdd746930c042f087ed60d1
963122e898da57dc6c05,f8839bb8d7d28b0bb2569fb6,cities,127,Suwon,primary,standard,0,train,59da1ca272c70cf0c3ed1d533dcb18a205b9ef006538ce74a7fd3aa530fda07b
14dbd27026f4cd7f8e46,f16dd1c27d8000adfd081a9c,cities,128,Incheon,primary,reversed,1,train,853c61f863ef5b82c509ccb5995ff14934a742587bdbfbc725f5e5346a2a59fe
46a0fc01ac8699bb74ae,ddc7210e6d78995b58f10461,cities,129,Incheon,primary,standard,0,train,0d2a3784263b401edb02c04a78278e9d0888db816c46e83c13c3d1d4d368907c
49278762df380b98a71e,c5aeec4b88428058d260208d,cities,130,Hwaseong-si,primary,reversed,1,train,d826cbd2e4fdaffc7769f654efa19155fdda0c49f7930dbb5249d7137ce04643
d356865f2771bd722964,6a4eb051322ae9efdb4e688b,cities,131,Hwaseong-si,primary,reversed,0,train,2a44c2a69f877fcfd9f20a865f4ea74757ab01aef2cea6356bad143de6d7fa42
e749884ec26b1836e3c5,dc8929b184924fd2011b9cfc,cities,132,Changwon,primary,standard,1,dev,5a9315163e95075547a33e072d84d7c68cc2cf3618bea376eea31a54c0983ecf
235c3e9a9ad9bd6cbaed,916ced49f09f5c08bb400576,cities,133,Changwon,primary,reversed,0,dev,335ca87189b8c4946a98465f2a4c9fdf26b058a34011cfebd7544d6c5bfc33d8
78b0396f7d8dd09338bf,1e7fe98a16a2fc9c6f40369e,cities,134,Bamako,primary,reversed,1,dev,21e16aa7dd4a4765f84e9399387d2808afb8711a3910ee64955d4b78a30008c2
66f7aa5aea4d250b706d,82e89ef6e1e18e22d0f79226,cities,135,Bamako,primary,reversed,0,dev,fee4c85c070fd411b05657b1c1cd93e323a8ff94e2d98c81eb81615c868ee774
e77efdae5372b7a88507,98bdb42b25e07be77e724238,cities,136,Acapulco de Juarez,primary,standard,1,train,ab68e722c38dbb3a474b1d492a9e4f2fd3eab9833f58a6dca7286f4156650f12
ee9b49aead74cf491fc5,5f72f696598cc1f9841e95f1,cities,137,Acapulco de Juarez,primary,reversed,0,train,3c2f7e7ee9f26aafe8ac0372a0f26799bfd26e4f76960e9d612bd582980ed735
5806e12c6f74d5771e3d,29189cb10631b8126a4e5bee,cities,138,Mosul,primary,reversed,1,dev,f299f2dd622bc850eb39c974a32179180223d1ecd654cc277dbbce9e8fcd954b
aad486f390638933b486,baaea1860234cbba3e075510,cities,139,Mosul,primary,standard,0,dev,7ae2e6949aa32761ace195176fe2e096cda32b4852856f899cff9520003ef770
94f438a82e1bc32a1955,29e7226eef043a85153aad28,cities,140,Basrah,primary,reversed,1,train,e84595ec520d585aba0827af0b5172e7f8cf8268e61e7ce8d2cf383080623798
9b2c092d0f2c1970999a,4c9468132fac275e03ee1cc9,cities,141,Basrah,primary,reversed,0,train,17217696220b971050ce1914b60790789dcac1acf16ff8faa729bdde0d5d5ccd
cd44b2a47801299d73fd,4fe4d097002c7c50d825f6b8,cities,142,Qom,primary,standard,1,dev,2b72083eebe27352ab1f88a467909fcd625abd69a7fb20d6ae1a555820e35b61
