actor,dataset,row_id,group_id,label,score,conditions
llama,AMPERE++,57e26a78b64c7c393084e78c1406cef1fccb02cac0463b1def4cc90125b6ae65,Hk1CjNZyM,-1,0.4813346202563641,8
llama,AMPERE++,59656221d6d71406c7fe2452c80fc09498bd2955c921a01e08a7b48d8a60623e,H1g6cQsxM,1,-0.0519760716749514,8
llama,AMPERE++,5c05666f1430aabdcc28f24ea0895bd27a05f6a31c1cb3390e9e9e72a52097f8,rJ96Jgclf,1,0.054187271420153,8
llama,AMPERE++,64fac84bca0d907ddc8f12419d6612976f16eb10a4eb8597cea3dfc1ea44f8f5,SJzxff6xM,-1,-0.6362584408235172,8
llama,AMPERE++,674a2568b7024218f0e78cffb1134994a092067855edee9f1920ee3df110bd36,SJzxff6xM,1,-0.0233490486421716,8
llama,AMPERE++,6a04ca85cc83425c9fa5f811b9b67dba5270a7cdb5390226842b2b852b60beca,SkxVw6t7z,-1,-0.3122830008199397,8
llama,AMPERE++,6e37378de323b1843af98a910065e1a4c758e67868bd08d1ea79c811ee8de78e,rkBmo9ryM,-1,-0.6171532578063097,8
llama,AMPERE++,7001e1c6b5acfa7c58ec9e06b3d0409f1d1ea10fe1800dafde539f00ab13b25b,SJzxff6xM,1,-0.5549443078385139,8
llama,AMPERE++,710cc5cfca521ef82056807a34188e7fedb223b0b330c313a39404de0204e9b5,r1k_ETYlM,1,0.1364018423944074,8
llama,AMPERE++,73184b27bed078bb5762612413959ff1fc38eac9128242da1bac9a8d9a93345d,HyyQKdklf,-1,0.4665565594676502,8
llama,AMPERE++,74070de2246a41be7200adf41f78eee779000049eb6c454de7c40ef9957e0e6c,S1_Zyk9xG,-1,0.0014092905071237,8
llama,AMPERE++,74b9afa37df22a86b737f2032b4b3d970c8587c8884d9a69668fb0b76a1ec224,SkxVw6t7z,1,0.3804009665692967,8
llama,AMPERE++,75a05fed20003776e7a6b78a1683df23d75276987ab2d6602a9e6a8b4491a131,S1uz175xf,-1,-0.1828690475802771,8
llama,AMPERE++,762729544e35d5aead0e19e3beba9e58ca04e5ab1e45b703cbc803ba56407340,SJNicmVeM,-1,-0.2102309934786763,8
llama,AMPERE++,76fe17ecfeef068dd194a7b123ed615e3b144626f610716c518a4195dff6309d,SyU_UK2lf,-1,0.3148347656791296,8
llama,AMPERE++,7792a033abd07ec34997f7c5896efa4df39539c7ce24e24bfdc4866c051f0c0b,SkNXYkbkz,1,0.0382779682159257,8
llama,AMPERE++,7895fa3874601b383a5a8c07f98ae9374b2f63fa3a310915f626860d354e9881,SJNicmVeM,-1,-0.008848723221876,8
llama,AMPERE++,78b1d2550c009613b486e1dc3c3eda6e96bc7e1067f82d47c57cad11f2ffd337,BkL0g3a1f,-1,-0.2303732855245498,8
llama,AMPERE++,78dd852994890cb0ca1f5fe276f2d212e41db6033fd08ee8e27fd81c7f88ae84,Hk-OLVKeM,1,0.0763253208964565,8
llama,AMPERE++,797f051194f3278d33acd84a65ec32187c7bb0ee06d9369a964353c01a89abb7,S1_Zyk9xG,-1,-0.76940696150893,8
llama,AMPERE++,7dac8ab2e300a57a8023d184c77127c4ce51c6755e84723f860abb69042abf0d,S1skfxRxM,1,-0.0169727376621718,8
llama,AMPERE++,7eec79b3db4f0756580b638a7614dff6cc293ec00af693d25bce47869916661e,S1skfxRxM,-1,0.1446331435617535,8
llama,AMPERE++,821fb6025af92374524a711f5d8a68d4305f7611c2a341895eebc644f05aa5ae,B1chwjFlz,1,0.3702657140400838,8
llama,AMPERE++,82a4053c8079d1bbf224da7cff308df1669dad9a3899bc3b16e9e04ce078b6ae,SyU_UK2lf,-1,-0.591539793798119,8
llama,AMPERE++,832fd28dbc541fe53eec0dc36d2e3631f177b616bd10c7fb5f50f5642235104b,H1g6cQsxM,1,0.1195733146929696,8
llama,AMPERE++,84b9526f0b9c9082e189f4d085bbf29110dcb7043a7c085fe0936bbebc5c57f8,SJNicmVeM,1,-0.1904516107387813,8
llama,AMPERE++,87353e351c4fbcae41734fcb2d01d6ac3e2ae518cc5125623a8a961843f79597,ByL47G5lM,1,0.3268289089171957,8
llama,AMPERE++,87c33e0b1d83627d7dc1b92cb9ee64213a23a4bc0dc9777732a8b66b2d438f4d,SJNicmVeM,-1,-0.140885458054564,8
llama,AMPERE++,8886e71faf7fd6cc6683fc2ccf3fc20a0457914b663af68a75e4c2594c4d1dcb,S1skfxRxM,1,0.0620307764101967,8
llama,AMPERE++,88fb39883b18ee7ff665255970f4b5c0a3f0b9b95248ca655b0a0645cdccf93c,SJNicmVeM,-1,-0.3653820779035062,8
llama,AMPERE++,8fa2d8a386c38d6c78bd6042868b3da5a6b3fbd47f041f99bc8f1d6224ec1674,SkpfobogG,1,0.1921713771409373,8
llama,AMPERE++,91c5ec5d981096aae564e3a00fef1f1ee65c44cb7059fae1ee36b91e0ce90b22,HJ_BtypgM,1,0.3429233081574349,8
llama,AMPERE++,93939eb4c568230c9ed68593495fa4e6bd654f6c70b123cb68253231a4544ac7,SJBZut5gM,1,0.4660223471203404,8
llama,AMPERE++,96e4823031bfd511d2bcbbf39f8c463f7953b4c2e9f188c38d8a9aed359a2b30,HyJlQlQWf,1,0.0857578458426411,8
llama,AMPERE++,9c762fb816708dd51e5f6e03551309f54c31456b48331c0e4356173187c42588,ByL47G5lM,-1,-0.068287651249599,8
llama,AMPERE++,9f788b7b2eb16973d3508a1b13ae696505df8d930930f815568f8252609644b9,rkBmo9ryM,1,0.0212223747919639,8
llama,AMPERE++,a06c8894ea4035996878f286edb55c42759881e5c52b48f27fb18980276e64ce,SkxHS_vlz,1,-0.1504069596605515,8
llama,AMPERE++,a2e704a6925efb9e846574d04ffeae2cb66dcee1049717221059f1810143e6cd,ByL47G5lM,-1,-0.2750275498350905,8
llama,AMPERE++,a39ac1bb43e8dd08f38b3dbde62d69d8f306a9acad102fe44f40f452edcac670,rJW-33tlG,1,-0.2100169594273651,8
llama,AMPERE++,a425a7a76b546b18005bbfb23d1d7e81a5fb18272718cf6378ccc18117aebbf2,H1g6cQsxM,-1,-0.23980054105173,8
llama,AMPERE++,a53659a019cd6c73b71cf4afdc70421a0b7059a9c3cb9ee86945d02d8ace0c44,SJNicmVeM,-1,-0.2599931874263342,8
llama,AMPERE++,a5e41fcea7b092f9a22111a7af654adfcf7efa30fa5f9af865fdf68d2898abb3,ry6zwoief,1,-0.0988396260867948,8
llama,AMPERE++,a746739bce22d94e7de591fc048b5537015b2489c27dc61105129b282ee7f476,BJfU-qDeG,-1,-0.4087292570730983,8
llama,AMPERE++,a78d8e2b4d93896e37dbf09dfcc1d6e018440eb21cf9a826115ff104f0a7a927,SJNicmVeM,-1,-0.2185224595866509,8
llama,AMPERE++,a93cf1e46005f4619fda7a7b5948ca90c03281a5808278460e221df31486eb8b,rJW-33tlG,1,0.1793599110248508,8
llama,AMPERE++,ac84629981ca59eecc7291f5b1a7c798c68b500ec6b8eccc90535c59845388b8,HkxWKlkgM,-1,-0.2825347672183617,8
llama,AMPERE++,ad18067b916bdd6c94d6d6300574a23a9215c85c615d5dceba19ad3e021b1cae,SkxHS_vlz,1,-0.3328553820464774,8
llama,AMPERE++,ad2b093305c492f7c4fc28b07cf7f88c2393bab049d0891ca0e71de6f158178e,r1IUXROxz,1,0.0452606641552573,8
llama,AMPERE++,af29a3aa15bf28c48d853811286f3d373c7061de22866c86183305c2240d4a65,S1skfxRxM,1,-0.2935645417357593,8
llama,AMPERE++,b13131b40aee4a0a605555ac6c7a75ba680e28150117f0e381f6c3252a944820,rJwXkeOgM,1,0.0533705745157596,8
llama,AMPERE++,b1f3b6028851f2a46f5b22b12a42c1086de54d8afe6184c0d549d8d7675a374d,HJzVc2sxf,1,0.284776225546799,8
llama,AMPERE++,b30e7fc53100a001bf0aa57fe1be35b0ac7d1015adea69ef887e37a8755d5d11,SkwCEXalM,-1,-0.6238385089961941,8
llama,AMPERE++,b4ef9d494b9b746a0a4c4070e09c96faa190948c320db37783923948977eff19,HyJlQlQWf,-1,-0.2493287586160998,8
llama,AMPERE++,b84405a3d9d10a2413b42cdb799885703d7125ff884c88cee353650ea6ab913e,Hk1CjNZyM,1,0.092542864644297,8
llama,AMPERE++,bb89e35bc63dbd9a9aae73d55889416baf1a720d77d113552ad7ce95bab2ba9c,SkxVw6t7z,1,0.3992047337931065,8
llama,AMPERE++,bd2cfbbfb9a8225920f901a5406f771112698cdfdee21da9b39256a2ab648cd5,SJNicmVeM,-1,-0.2318808898486231,8
llama,AMPERE++,bdf3bdf6633d20a1fc4c8884932d5081d334337026dd26b30b0aef7366e7ddcd,S1skfxRxM,-1,0.0317271200020022,8
llama,AMPERE++,bf0d8a5c1767c39dc8dfbf72a4314375cfe4c4100e575b0e8064de5474ac224e,BJfU-qDeG,1,0.7645528827236077,8
llama,AMPERE++,c02db8d9923bf581bc31f48ff20ac1d6631d4ac44e8458b671bbd10e7380f16e,SkxHS_vlz,-1,-0.7144451232342399,8
llama,AMPERE++,c2a13c07ee1a4faa1c676b95200b0cac0b76b59406594d4bb77f2b652111b69c,SyU_UK2lf,-1,0.3211637748914147,8
llama,AMPERE++,c31b07a5af80f011745eb801b8ddbc850c1bacd230e5544440b67f42a156f0b8,SJNicmVeM,-1,-0.020266723916754,8
llama,AMPERE++,c3f28b04fe3392750ac96b4570aca92cc9e408d0574f58515ba6259d2aeec4f1,BJfU-qDeG,-1,-0.576918622301356,8
llama,AMPERE++,c5ca7c33b63115e725c6e7742239fc5682fc794cf1f03b845de32c7ea23177fe,SJNicmVeM,-1,-0.3316057158804093,8
llama,AMPERE++,c634567aee66ed3095f4fdb841215fd1ea8b6bbf3eff659570e75e977df1946c,BJfU-qDeG,1,0.6426059939254647,8
llama,AMPERE++,c6d1c2596f70d513bfa78b4b68c5bf8430c9240668a4a3dcdd0973c074696179,SkxVw6t7z,1,-0.0770984097429167,8
llama,AMPERE++,c7e9d5d7bf0c6e936388ba63bb9dc77b194b9ef0327c9c24eefd6a4fded2f595,ByL47G5lM,-1,-0.4205342776716184,8
llama,AMPERE++,ca31bba2a8899cce39c64a249f575eeba5cd892202dec8b2a47f87521d6f6c71,ByHD_eqxf,1,0.1460698411263625,8
llama,AMPERE++,cb1927b3dbbdf454407027f09eb8a893399550e7f88a134e5820662b008780a6,S1skfxRxM,-1,0.1742538411450655,8
llama,AMPERE++,cb2961c8e1ed454a90f2fcddbbf1a60f58afb840c5bfac9fd5b24756747084fa,rkBmo9ryM,1,0.1583561437767172,8
llama,AMPERE++,cbb2fc5d05f780f024ab3e0e95ce11072c5f36db0d576132569744b0acbb537a,rk4VD6Ymf,1,0.2060234704710363,8
llama,AMPERE++,cc8c48cf131c0c9d1674d05d3d1c7a5de84c9a1b2f39cc5fc07f7d8c203d0b41,SyU_UK2lf,-1,-0.1510072394307719,8
llama,AMPERE++,d3f298e2374d22159aa86a989e0f651907276a9100e567677b68d781931309de,S1skfxRxM,1,0.1919253401149377,8
llama,AMPERE++,d3f7ff23e43f172e002a7dcbb0417cf0d272e542f8b646acccffbaf616cf4b47,SJNicmVeM,-1,-0.2796107715120308,8
llama,AMPERE++,d54f03476a0544f2461ba12aade4b3ebe92b34df10e61d22a31e42199f92d3da,H15HuyMlz,-1,-0.1189211491058097,8
llama,AMPERE++,da0a1b1f148d24b884fd09e1a69c1fe8d4c42b32f7f9a262ccf7cd1e24e05b04,SyU_UK2lf,1,-0.2078030535912005,8
llama,AMPERE++,db8ab806b8843e6b34e6d6b197ef91e1c833e0e5c6d025372fa9d917f108db10,S1sHPAWgz,-1,-0.2026972270800972,8
llama,AMPERE++,dbfb79c731635dc42a6793e05064a4fac005b17023de73bd9a487dd67ded549a,SJNicmVeM,-1,-0.2952425417224651,8
llama,AMPERE++,ddaf8da22e4e466f99a2140a017fea2244f3e3fd0611f46b029721c68a05d8a4,SyVv9AjWG,1,0.7289368036375963,8
llama,AMPERE++,dfce1ee6fcae257a9c48483efa1466f7ca79e3f692ec7a4c80dc3d1c91723027,H1aEoGAgG,1,-0.3169014786344738,8
llama,AMPERE++,e0802ede76036298d87189d01c0a8b2cab83f23a73b0bf80d9cf1cf4bf1a65c8,S1skfxRxM,-1,0.0757080554120099,8
llama,AMPERE++,e51947f17d4028e07a84b3f74b57f7cecd5eb9caf8cfdc5623af644776f2e1fd,rJFaZDqgz,-1,-0.6216131019928562,8
llama,AMPERE++,e5fa2be93917c70b111d501d0ff4b02fcd0b8974b3f46df6a3d6b22a688729e5,BJfU-qDeG,-1,-0.5373503820164638,8
llama,AMPERE++,e6e39ffcc5d2170be21d28e4ba084b3bcd56c108a710116794e944714a6ba916,SyVv9AjWG,1,-0.0669031268907292,8
llama,AMPERE++,e8c67119c976a453a5aec169dffed399b77acf7681b147606e01377c9e200edf,SJNicmVeM,-1,-0.1469789756065368,8
llama,AMPERE++,ea896ea7baba11426db019338643bdbb46866b55d2a2935bad04c6c356249819,Hk1CjNZyM,-1,-0.6456683472624563,8
llama,AMPERE++,eaef743449136e32fbc93e4f6e15b04b53a5d398a77d9da031b2de07e65cff02,rke8ggtxG,-1,-0.133881354170893,8
llama,AMPERE++,ec20c1cd8e650e16e78db5131f21fe76d5a36cdc9a243265624cd4bcf5ad709c,BkWlPOFlM,-1,-0.1773628573342679,8
llama,AMPERE++,efe623a9b4488c9a231fcc363bb7fc9d4b89fa98c529ee219fdf40719982a403,ByHD_eqxf,-1,-0.4008218420474868,8
llama,AMPERE++,f09db9d30808ceb37d81d5c9522c07ac33241d198ad2617958f3c6279e19f3c4,S1sHPAWgz,-1,-0.3100063048441176,8
llama,AMPERE++,f186f21901e7dc02011504ff5f09d0ca5ed5b88f3970db858ac058019e7a21c9,S1skfxRxM,-1,-0.3105667459519887,8
llama,AMPERE++,f205cf7252cee46f8806b18d93146d256481a71b32c0ef2caf162b56e6818d54,SkpfobogG,-1,-0.3326717652298698,8
llama,AMPERE++,f41519ff4f4cf8f9607269233f7263aad62dfb57fa6baa97f40ff1c1ffebfd91,S1skfxRxM,1,-0.4556019726806435,8
llama,AMPERE++,f583e949325706e38289208aa9facbb110ecc121a5173122d99469fc9bdb6c39,Hk1CjNZyM,1,-0.0412825081331654,8
llama,AMPERE++,f5caf0fff041560bd4dc113525b9f6c8ba532cb665304d3c541b5d0c5dfdd681,SJNicmVeM,-1,-0.0111098914523252,8
llama,AMPERE++,f71640f4b900e8ffcfbf2a88579b1df7e7394677348bc6b06c5c61934bd18499,ByL47G5lM,1,0.1005537007175653,8
llama,AMPERE++,f748409f7997c87c1ff7ba05fe7b28151f3c84be2eb939a53fd51666b9971b41,HJzVc2sxf,-1,-0.190522996407821,8
llama,AMPERE++,f7648d8bb582bac47b6b0eb6d3df35e158e26acbbc9599b87df6406ed70ae00a,HkxWKlkgM,1,0.3166473678710991,8
llama,AMPERE++,fad9a985acbd83e16e2977404324f5751a7a321904e4f5422e34699557764d24,SyU_UK2lf,-1,-0.5168399531092029,8
llama,AMPERE++,fbc8154cc30485ef7b02113973493f05afafe47db4bf6eb78cf0283db3ffecda,SJNicmVeM,-1,-0.1555739655322296,8
llama,AMPERE++,fc55169dc1ab6b227e49381fe002bd2a7daea8f15c1de25369c17a25c1d1f626,Hk-OLVKeM,1,0.1430714839765822,8
llama,AMPERE++,fcafdf8ed3bc66170b99dcf5b7747e9f3bb1f2aef69075cd5a71c999a9662d9d,SkxHS_vlz,1,-0.2403983445356558,8
llama,AbstRCT,01961582763a74698fcad975a5e546387c29150612c8de06f72d448e480823ee,22775229,1,0.4191738120358903,8
llama,AbstRCT,01dff482cd3f34500dd4618ecb69e7e3a6ecf13d4c1ee6591ec42f0c44b4368d,23598172,-1,-0.0481596051760809,8
llama,AbstRCT,03b3cfd3df7b5d9725086afc45d46cdeecd3e89c91934d914c415eec8eec9c5c,28777224,-1,-0.2675532184218929,8
llama,AbstRCT,05d999004f205b12225edc3c576b81b691fa6d4fe4422a40e806f42239e93fb6,23609927,1,0.0133149567704521,8
llama,AbstRCT,0922b6611628d61468de51719fd39953e7def2cece176ea35cc899b7aa4b950c,23803270,-1,-0.719498227362913,8
llama,AbstRCT,0b935dd9c3c430b7a301bca8f29b86a90cc1e9049da757b330239021f7115ef1,17690882,-1,-0.1484216229685254,8
llama,AbstRCT,0cfaf0f3c41f9873df5eb2e0756fb3f79aa7b6da115eaefb001b332652f8f4f4,20420586,-1,-0.065140006685177,8
llama,AbstRCT,0da128cb36a3f5866fc99a6e36b87e15f348ee97108fdbb28885153aee63f1b8,18520802,-1,-0.2877566510334917,8
llama,AbstRCT,1139508a3ff51c966c4cb0659d5aab7e1b60e3a6cbd412d9ba5dc02674302048,18457329,-1,0.0017774027009544,8
llama,AbstRCT,1165e95a9d4a7c2118b5e04994dcd034a841e8aa91dbea95630f5d16c4f3a6ef,23203707,-1,0.759852740499638,8
llama,AbstRCT,11cfd9150cbbd2631644e6c7472c3ad6befe04de15bfe33cf7306f55e98d2a1d,16571129,-1,-0.1954605496070103,8
llama,AbstRCT,1258f94a312f039121302549cd212762cc8ebec34f7667cc0918ca8dde363032,24246508,-1,-0.229423557751308,8
llama,AbstRCT,12b33878829f02cc4263caaf4887cb89aaad2b545e7efc396e26bf6f8d17ab26,16571129,-1,0.1159103997602297,8
llama,AbstRCT,131faad85bdcbf5627aa0cd69e3ad7d41af46879e7938a8d557974d26c7672a4,11912355,-1,0.3137569661563854,8
llama,AbstRCT,13e0feed0c51ba5054e695494714ce4edc67231120ef77a0fd1e932a085aaae1,20733132,1,0.4254422970184903,8
llama,AbstRCT,141ae741df36cb2efed3443c456b40e73bd781a2f9ecef79d8a442398bc5f031,16524633,-1,-0.1951620418035595,8
llama,AbstRCT,167fb9f0293a14971499694762cfa816829a1f138b6118983006717ced22a1f8,19336424,1,0.9217218647335828,8
llama,AbstRCT,17c3d4a712f04edcb3d33cb09b549c2644d2f6e224151354d27f00bf9bdedf45,10837379,1,0.6870045335645187,8
llama,AbstRCT,18a483cef18b642fb78903232cd1624fb52dedf89f89eac592250c6c24e72874,11346336,1,0.8336486382726502,8
llama,AbstRCT,1a1a936dba395ff9c62438ee67e9249b00aa4f9a8ca98cd0dd768323fde442af,8058290,-1,0.0103357008033237,8
llama,AbstRCT,1a367e6469d54d8e7ebd95935f2dbe9f5c33ef7d229d2c2c0a35258abac5f281,23059481,-1,-0.0518050817211341,8
llama,AbstRCT,1ae30f9397ac2255afe05bf805848e4130a89c44334c88687732c8e38f597a36,29463627,1,0.3802949538643543,8
llama,AbstRCT,1c49992b729b329ae66c1d5c47d45947cff07dd17afaffef52364ab33670327e,9034838,1,0.1770344959431509,8
llama,AbstRCT,1d0bc352da8c4ccf199d7cf6f476615f25799076c36833f8d32ff309f528914d,9626213,-1,-0.6348711277808412,8
llama,AbstRCT,1d5640be0364c691de9f3c59238354cb673ba1e51c298ec3a764cb6f472116ce,29588138,1,1.077693009087783,8
llama,AbstRCT,22b9ffc368ad84c5ee0fe3f953fd7cd11888a2f1ef8d435d395db86279f6ee0e,24246508,-1,-0.4859163852565972,8
llama,AbstRCT,22fce2e7177c643d6c3307acff32f8e3a4e10fc49defdfa20b0294006268c892,16462503,-1,0.7781357791004571,8
llama,AbstRCT,25b1d377e016b4e5783946cd6f9f16c6a426c29255cdc89f1366d5acffa07bfe,19243831,1,0.296937103814774,8
llama,AbstRCT,25d880165f1bad58b3e8d561ce07efd2e0b07359ca8f996da9ff395455ce38e3,24246508,1,0.2519602694330636,8
llama,AbstRCT,25fcd79c5e73f04979830f2e7a3251e22ce4d6a30618834efa28646243ce5061,21183518,1,0.743322244502046,8
llama,AbstRCT,2a6d6d086bd5ed5d00983e2fa080226eb935af491df1e272f0064460fde01bf1,17876009,-1,0.6421684681508248,8
llama,AbstRCT,2cb1c519110a0614568093ac5663e5299a54f06e858a2438b4c10df432f12feb,24178750,-1,-0.02100340258168,8
llama,AbstRCT,2f311b7dab52a605fd614cbf5cb01afd7ab5e56a1ff887643159a133063b3a36,21901389,-1,0.362043331647863,8
llama,AbstRCT,31cec79d421d4841ad003d0e4c042d515b6184d07d693ffcba97e38ef086a4e5,12837811,1,0.372897372872133,8
llama,AbstRCT,371a45bd59b4a20bbbe06245f7f3633b1c3773c64857ebd70ca549687a38ec13,22835512,-1,-0.0131356684785574,8
llama,AbstRCT,39b3d7f0496a1636bebb337edc60332666d98863a9935d715c57d5c213438e3e,18485819,1,0.940599170437796,8
